 restaurant_id |                           restaurant_name                            |                                                                                                           restaurant_icon                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                restaurant_description                                                                                                                                                                                                                                                                                                                                                                |                                           restaurant_address                                           | restaurant_latitude | restaurant_longitude |           restaurant_state           |                                                                                                                            food_type                                                                                                                            |    episode_info     
           162 | Barley's Brewhub                                                     | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/4/1/0/DV2917_The-Chili-Cheese-Bratwurst_s4x3.jpg.rend.hgtvcom.231.174.suffix/1554129355266.jpeg                                                                           | Barley’s Brewpub is known for their beer, but the restaurant is also making a mark with their menu. They offer real-deal barbecue and inventive house-made sausages in addition to a killer selection of brews.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 3320 W Kennewick Ave, Kennewick, WA 99336, USA                                                         |          46.2099013 |         -119.1669981 | Kennewick, WA                        | ChIJpQshZAZ5mFQR6Vq7MUqKDIc                                                                                                                                                                                                                                     | test_episode_info10
           163 | The Folded Pizza Pie                                                 | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/3/28/0/DV2916_stromboli.jpg.rend.hgtvcom.231.174.suffix/1553798585398.jpeg                                                                                                | The Folder Pie is the place to go for stuffed Italian specialties like calzone and stromboli. Chef Dale Leikam wraps savory and sweet toppings into his signature pizza dough. “If it’s funky I’ll find it, and you might be getting the freaky-funky award,” said Guy after trying the Chef Dale's wild and delicious creations.                                                                                                                                                                                                                                                                                                                                                                                                                    | 421 Wellsian Way, Richland, WA 99352, USA                                                              |          46.2701858 |          -119.285495 | Richland, WA                         | ChIJ32f-hpZ6mFQRkGYiyW92ItA                                                                                                                                                                                                                                     | test_episode_info11
           164 | Pieous                                                               | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/3/28/0/DV2916_pieous.jpg.rend.hgtvcom.231.174.suffix/1553798572010.jpeg                                                                                                   | Pieous is known for their killer pastrami sandwiches. The meat is cured for 20 days, smoked and then piled high on house-made sour dough bread. “I’ll take three of those to go,” said Guy. He was also floored by the caramel rolls which were made with a labor-intensive buttery croissant dough. “That is what every cinnamon roll wants to be,” he said.                                                                                                                                                                                                                                                                                                                                                                                        | Saline Mystique, 166 Hargraves Dr h, Austin, TX 78737, USA                                             |          30.2037149 |          -97.9787065 | Austin, TX                           | EjpTYWxpbmUgTXlzdGlxdWUsIDE2NiBIYXJncmF2ZXMgRHIgaCwgQXVzdGluLCBUWCA3ODczNywgVVNBIh0aGwoWChQKEgnX-PP-U0dbhhGht_QwjLujKxIBaA                                                                                                                                      | test_episode_info11
           165 | Porter's Real Barbecue                                               | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/27/0/DV2915_Dino-Beef-Ribs_s4x3.jpg.rend.hgtvcom.231.174.suffix/1551310571858.jpeg                                                                                      | Chef Porter Kinney is serving up monstrous meat and more at Porter’s Real Barbeque in Richland, Washington. The restaurant uses applewood and cherrywood to make favorites like the gigantic smoked beef rib and bacon-wrapped jalapeno poppers.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 705 The Pkwy, Richland, WA 99352, USA                                                                  |          46.2752578 |         -119.2746726 | Richland, WA                         | ChIJkSyaEep6mFQRWUXEZYa0L6o                                                                                                                                                                                                                                     | test_episode_info11
           166 | Piece of Meat                                                        | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/22/0/DV2913_Boudin-Egg-Rolls_s4x3.jpg.rend.hgtvcom.231.174.suffix/1550851697295.jpeg                                                                                    | Piece of Meat, a full-service butcher shop and restaurant in New Orleans, was the brain child of chefs Leighann Smith and Daniel Jackson. Aside from unbeatable house-smoked and cured meats, they’re adding their own twist to local favorites. To make the Boudin Egg Rolls, they wrap house-made boudin sausage around pepper jack cheese and then roll it into wonton wrapper and deep fry it. “That wrecks boudin for me from now on,” said Guy.  “You take things that people love and you show them how great it could have been for all these years.”                                                                                                                                                                                        | 3301 Bienville St, New Orleans, LA 70119, USA                                                          |          29.9712655 |   -90.09135549999999 | New Orleans, LA                      | ChIJtRMlAvWlIIYR4VV21iDppuw                                                                                                                                                                                                                                     | test_episode_info11
           167 | Holy Roller                                                          | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/13/0/DV2914_The-Meatloaf-Sandwich_s4x3.jpg.rend.hgtvcom.231.174.suffix/1550074821965.jpeg                                                                               | This rock-and-roll bar serves up brunch and a chill atmosphere all day long. Try the Meatloaf Sandwich made with a unique layer of crispy Parmesan and horseradish sauce. For the adventurous there’s the Monte Bisco, their take on the Monte Cristo, made with house-made biscuits dusted with powdered sugar, sweet tea-brined turkey, bologna, blackberry-thyme jam and aerated Swiss cheese sauce. “It’s a beacon of funk ... but it’s delicious,” said Guy.                                                                                                                                                                                                                                                                                    | 509 Rio Grande St, Austin, TX 78701, USA                                                               |          30.2695527 |   -97.74945810000001 | Austin, TX                           | ChIJ5xokgg61RIYRERnGNVwv1sk                                                                                                                                                                                                                                     | test_episode_info11
           170 | Purgatory                                                            | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/5/DV2912_Pork-Belly-Nigiri_s4x3.jpg.rend.hgtvcom.231.174.suffix/1549556579476.jpeg                                                                                      | Purgatory is a funky spot in Salt Lake City that merges Asian and American flavors to raise the bar on bar food. Owner and chef Hiro Tagai takes standard bar food and adds his own spin. For the Pork Nigiri, marinated, cooked pork is wrapped around sushi rice, topped with eel sauce and torched. Pickled mustard seed surrounds the pork like roe and the dish is garnished with chives, leeks and house-made chili oil. “It’s something you’ll never find in another restaurant,” said Guy.                                                                                                                                                                                                                                                   | 62 E 700 S, Salt Lake City, UT 84111, USA                                                              |          40.7537853 |         -111.8890181 | Salt Lake City, UT                   | ChIJ8SdKLxb1UocRXpZPEynh_Ac                                                                                                                                                                                                                                     | test_episode_info11
           171 | Twisted Soul Cookhouse & Pours                                       | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/5/DV2912_Southern-Seafood-Louie-Salad_s4x3.jpg.rend.hgtvcom.231.174.suffix/1549556581398.jpeg                                                                           | Customers flock to Twisted Soul Cookhouse & Pours in Atlanta, for Chef Deborah Vantrece’s globally-inspired fusion soul food. Guy loved the Southern Seafood Louie Salad, a play on the traditional Crab Louis salad, with poached crab, shrimp and lobster, roasted corn vinaigrette, avocado-spiked hoe cakes and mango vinaigrette over baby arugula. “There’re not many salads that I would order again. I would order that every time,” he said.                                                                                                                                                                                                                                                                                                | 1133 Huff Rd NW, Atlanta, GA 30318, USA                                                                |          33.7898296 |   -84.42491919999999 | Atlanta, GA                          | ChIJ7fOntsUE9YgRsQf7Wj5Rvag                                                                                                                                                                                                                                     | test_episode_info11
           172 | Yakitori Jinbei                                                      | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/4/0/DV2911_Korean-Fried-Chicken_s4x3.jpg.rend.hgtvcom.231.174.suffix/1549301159612.jpeg                                                                                 | Chef Jae Choi grew up in Chicago in a traditional Korean household. After practicing for a few years as an optometrist, he gave it up to open a test kitchen that was so popular it turned into a real deal restaurant. At Yakitori Jinbei, he takes traditional Korean recipes and adds his own touch, for instance, he adds curry to his Katsu Curry Ramen and his Korean Fried Chicken. Guy loved his unique approach and the restaurant’s dive-feel, “It’s definitely what we look for on DDD.”                                                                                                                                                                                                                                                  | 2421 Cobb Pkwy SE, Smyrna, GA 30080, USA                                                               |   33.89348630000001 |   -84.47716779999999 | Smyrna, GA                           | ChIJzUW6rlUQ9YgRpjtN2se-nlU                                                                                                                                                                                                                                     | test_episode_info11
           173 | OneTaco                                                              | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/4/0/DV2911_Taco-Yucateco_s4x3.jpg.rend.hgtvcom.231.174.suffix/1549301171392.jpeg                                                                                        | Chef and owner Tony Avila and co-owner Axel Beverido have brought all the best bites from an authentic taco truck to a strip mall in Austin. Guy called their Taco Yucateco, with braised pork, black beans, pickled onions and bittersweet onions, the “real deal.”                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2900 W Anderson Ln. suite k, Austin, TX 78757, USA                                                     |          30.3595975 |   -97.73580830000002 | Austin, TX                           | ChIJQ75dLKTLRIYRdqeNzFA9HpU                                                                                                                                                                                                                                     | test_episode_info11
           174 | Laziz Kitchen                                                        | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/2/4/0/DV2911_Mediterranean-Lunh-Platter-with_Potato-Kibbeh_s4x3.jpg.rend.hgtvcom.231.174.suffix/1549301162833.jpeg                                                        | Chef Moudi Sbeity and husband Derek Kitchen run this spot unique Lebanese spot in Salt Lake City. Eating here is like taking a culinary tour of Lebanon, say diners.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 912 Jefferson St W, Salt Lake City, UT 84101, USA                                                      |          40.7494304 |         -111.8955903 | Salt Lake City, UT                   | ChIJgR8JqSP1UocRWpdIkSGPyJs                                                                                                                                                                                                                                     | test_episode_info11
           175 | Hruska's Kolaches                                                    | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/1/11/0/DV2910_Raspberry-Cream-Cheese-Kolache_s4x3.jpg.rend.hgtvcom.231.174.suffix/1547241525612.jpeg                                                                      | Chef and Owner Devin Hruska and her brothers opened Hruska's Kolaches to bring their favorite Czech stuffed pastry to Salt Lake City.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 2030 S 900 E, Salt Lake City, UT 84105, USA                                                            |   40.72593190000001 |         -111.8657782 | Salt Lake City, UT                   | ChIJMb8cWKSKUocRurKg2ABp-yQ                                                                                                                                                                                                                                     | test_episode_info11
           176 | Proper Burger Company                                                | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/1/11/0/DV2910_The-Rarebit_s4x3.jpg.rend.hgtvcom.231.174.suffix/1547241528889.jpeg                                                                                         | Brothers Rio and Liam Connelly and their friend Andrew Tendick started Proper Burger Company next to their craft brewery to feed hungry beer lovers. Chef Jeff Springer is making burger magic with their brew including the dynamite Rarebit Sauce which is infused with their house beer and two cheeses and then draped over a double stacked burger.                                                                                                                                                                                                                                                                                                                                                                                             | 865 Main St, Salt Lake City, UT 84111, USA                                                             |          40.7504038 |         -111.8906693 | Salt Lake City, UT                   | Eio4NjUgTWFpbiBTdCwgU2FsdCBMYWtlIENpdHksIFVUIDg0MTExLCBVU0EiMRIvChQKEgnNGZHgPPVShxE_urYTOvd1zRDhBioUChIJFaapAqb1UocRBAl_lUAvAK4                                                                                                                                 | test_episode_info11
           177 | Rreal Tacos                                                          | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/1/11/0/DV2910_Chicken-A-La-Veracruzana-Tacos_s4x3.jpg.rend.hgtvcom.231.174.suffix/1547241525121.jpeg                                                                      | Chef and owner Adrian Villareal combines his Mexican heritage with his fine-dining training to serve up authentic tacos in Atlanta.  Guy loved the Chicken a la Veracruzana tacos and raved about the crispy fried avocados.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | The Sky House, 100 6th St NE #110, Atlanta, GA 30308, USA                                              |          33.7774831 |          -84.3834533 | Atlanta, GA                          | ChIJq3FL-WgE9YgROwm3_j7lAMI                                                                                                                                                                                                                                     | test_episode_info11
           178 | Finn's Cafe                                                          | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/20/0/DV2909_Jule-Kake-Norwegian-Christmas-Bread_s4x3.jpg.rend.hgtvcom.231.174.suffix/1545324913690.jpeg                                                                | Chef and owner Finn Gurholt Jr. is carrying on his father’s tradition of serving American cuisine with a Scandinavian twist at Finn’s Cafe. Customers rave about the classic Weinerschnitzel and the Jule Kake French Toast, which is made with a traditional Norwegian Christmas bread with raisins, citron and cardamom.                                                                                                                                                                                                                                                                                                                                                                                                                           | 1624 1100 E, Salt Lake City, UT 84105, USA                                                             |          40.7342306 |         -111.8599524 | Salt Lake City, UT                   | ChIJ5-JCdqmKUocRwPPxI6RdrlY                                                                                                                                                                                                                                     | test_episode_info12
           179 | Curry Pizza                                                          | //food.fnr.sndimg.com/content/dam/images/food/fullset/2019/1/03/0/DV2909_curry_pizza.jpg.rend.hgtvcom.231.174.suffix/1546553093080.jpeg                                                                                              | At Curry Pizza, Chef and owner Bhinda Singh combines classic Indian sauces and toppings with his thin and crispy naan-based pizza dough.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 2927 S 5600 W d, West Valley City, UT 84120, USA                                                       |          40.7069911 |         -112.0240698 | West Valley City, UT                 | EjAyOTI3IFMgNTYwMCBXIGQsIFdlc3QgVmFsbGV5IENpdHksIFVUIDg0MTIwLCBVU0EiHRobChYKFAoSCSmpYKxKjVKHEaJwbfFzGmMOEgFk                                                                                                                                                    | test_episode_info12
           180 | Luna Rosa Puerto Rican Grill y Tapas                                 | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/19/DV3001_Kan-Kan_s4x3.jpg.rend.hgtvcom.231.174.suffix/1545244941674.jpeg                                                                                              | After teaching for 25 years, Chef Iris Ornelas followed her passion and opened a restaurant that celebrated her Puerto Rican heritage. Her Caribbean Nachos are made with crispy fried plantains, instead of chips and are topped with roast pork, beans, cheese and chili sauce. Also, try their unique Chuleta Kan-Kan which is an extremely large fried pork chop with the rib attached. Guy had never seen anything like it.                                                                                                                                                                                                                                                                                                                     | 2603 SE Military Dr Suite 106, San Antonio, TX 78223, USA                                              |   29.35241319999999 |          -98.4513683 | San Antonio, TX                      | ChIJ8c7aqZD3XIYRElxRfYLUfAs                                                                                                                                                                                                                                     | test_episode_info12
           181 | Turkey and the Wolf                                                  | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/18/0/DV3001_hogs_head_tacos.jpg.rend.hgtvcom.231.174.suffix/1545161697840.jpeg                                                                                         | Chef and Owner Mason Hereford somehow manages to make crazy, off-the-wall cuisine feel familiar. He makes homemade head cheese for the Hog’s Head Tacos and also serves a delicious vegetarian Collard Green Reuben.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 739 Jackson Ave, New Orleans, LA 70130, USA                                                            |          29.9272098 |          -90.0742981 | New Orleans, LA                      | ChIJ5-WNBICmIIYR-96N4-Pjq3M                                                                                                                                                                                                                                     | test_episode_info12
           182 | Marjie's Grill                                                       | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/18/0/DV3001_pig_knuckles.jpg.rend.hgtvcom.231.174.suffix/1545161283640.jpeg                                                                                            | The food at Marjie's Grill is a completely unique amalgmation of Southeast Asian and New Orleans’ influences. Chef Marcus Jacobs combines Gulf Coast ingredients with Thai, Vietnamese and Laotian spices. “You know what you’re doing,” said Guy, after trying their Honey Butter Yardbird and Crispy Pork Knuckles.                                                                                                                                                                                                                                                                                                                                                                                                                                | 320 S Broad Ave, New Orleans, LA 70119, USA                                                            |          29.9632028 |   -90.08905349999999 | New Orleans, LA                      | EiszMjAgUyBCcm9hZCBBdmUsIE5ldyBPcmxlYW5zLCBMQSA3MDExOSwgVVNBIjESLwoUChIJDSMqDvKlIIYR8cAmSB13rFMQwAIqFAoSCSlR1QrxpSCGEbWYdi7SMpiT                                                                                                                                | test_episode_info12
           183 | Ma Harper's Creole Kitchen                                           | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/6/DV2908_Ma-Harpers-Creole-Gumbo_s4x3.jpg.rend.hgtvcom.231.174.suffix/1544207554222.jpeg                                                                               | Patrons head to Ma Harper’s Creole Kitchen for some of the most-authentic New Orleans cuisine outside of New Orleans. Alice Martinez "Ma Harper", now in her 80s, got into the restaurant business after retiring from the nearby air force base. She learned to cook by feeding her 15 siblings while growing up in New Orleans.                                                                                                                                                                                                                                                                                                                                                                                                                    | 816 N New Braunfels Ave, San Antonio, TX 78202, USA                                                    |          29.4296092 |          -98.4609569 | San Antonio, TX                      | ChIJnWXcyd_1XIYRQ6YFTkyHO4Q                                                                                                                                                                                                                                     | test_episode_info12
           184 | Dignowity Meats                                                      | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/6/DV2908_Burnt-Ends-Melt-Sandwich_s4x3.jpg.rend.hgtvcom.231.174.suffix/1544207554056.jpeg                                                                              | Dignowity Meats is what happens when an East Coast boy falls in love with barbecue but misses his classic deli sandwiches. Chef Andrew Samia merges these two into his Burnt End Melt. Guy called the combo of hickory smoked prime angus brisket, mac and cheese, sliced pear and cheddar cheese, “a lethal weapon.” “You’d have to register this in Flavortown,” he mused.                                                                                                                                                                                                                                                                                                                                                                         | 1701 E Houston St, San Antonio, TX 78202, USA                                                          |          29.4252892 |           -98.471488 | San Antonio, TX                      | ChIJ88MvOQj2XIYRJxg0x3TaGdo                                                                                                                                                                                                                                     | test_episode_info12
           185 | Taqueria Molcajetes                                                  | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/12/0/DV2908_mojcajete_mixto.jpg.rend.hgtvcom.231.174.suffix/1544631654045.jpeg                                                                                         | Chef and owners Zacarias Martin and Dionicia Valdovinos are serving up authentic Mexican food with influences from Guadalajara and Michoacán. The food incorporates chilis and spices, like cloves, and many of their dishes make use of the use of the molcajete, the traditional Mexican mortar and pestle. The Molcajete Mixto is a mixture of steak, chicken, shrimp and vegetables served inside a smoking-hot molcajete. Guy was in heaven, calling the it, “without question, one of the best Mexican food experiences I have ever had.”                                                                                                                                                                                                      | 1195 W College Ave, Santa Rosa, CA 95401, USA                                                          |           38.446348 |         -122.7407377 | Santa Rosa, CA                       | ChIJpWhpMT44hIARlEmYWK760YU                                                                                                                                                                                                                                     | test_episode_info12
           186 | Sammich                                                              | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/19/0/DVSP80_Chicago-Italian-Beef_s4x3.jpg.rend.hgtvcom.231.174.suffix/1542647599019.jpeg                                                                               | Chef Melissa McMillan, aka Chef Mel, has appeared twice on Guy’s Grocery Games. She opened Sammich because she missed the food she used to get in Chicago. Try the Chicago Italian Beef, served wet with classic giardiniera and roasted peppers and the Pastrami Zombie made with their house-brined, smoked and steamed pastrami. “This is like sandwich revolution,” Guy said.                                                                                                                                                                                                                                                                                                                                                                    | 424 Bridge St, Ashland, OR 97520, USA                                                                  |          42.1869552 |         -122.6935475 | Ashland, OR                          | ChIJC50PoaQMz1QR4kyvnTJtax4                                                                                                                                                                                                                                     | test_episode_info12
           187 | Fat Tummy                                                            | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/27/DV2907_Spicy-Chicken-Empanadas_s4x3.jpg.rend.hgtvcom.231.174.suffix/1543329865011.jpeg                                                                              | Chef Gustavo Plache and Norah Saleh, a husband and wife team from Argentina, are churning out their signature “fat tummy” empanadas in San Antonio. These extra-large hot dough pockets are filled with all kinds of savory and sweet ingredients. “You’re the example of the America story,” said Guy. “That’s why we do Triple-D.”                                                                                                                                                                                                                                                                                                                                                                                                                 | 2922 W Commerce St, San Antonio, TX 78207, USA                                                         |          29.4280016 |          -98.5279468 | San Antonio, TX                      | ChIJP60mBipfXIYRoAUFQXNZXQQ                                                                                                                                                                                                                                     | test_episode_info12
           188 | Wrigleyville                                                         | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/27/DV2907_Jimmys-Wrigleyville-Grill-San-Antonio-Italian-Beef_s4x3.jpg.rend.hgtvcom.231.174.suffix/1543329865456.jpeg                                                   | Diners head to Wrigleyville for a legit taste of Chicago in San Antonio. Chef Demetrios Tingas, aka Jimmy, spent 41 years in Chicago and brought his hometown staples with him when he moved south. “That’s as close as it is to the original,” Guy said between bites of the Famous Italian Beef.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 602 Northwest Loop 410, San Antonio, TX 78216, USA                                                     |          29.5196707 |          -98.5030946 | San Antonio, TX                      | ChIJm_VbrQtgXIYRp1Ss1GSz6rs                                                                                                                                                                                                                                     | test_episode_info12
           189 | The Root Cafe                                                        | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/12/0/DV2906_Root-Cafe-Pimento-Cheese_s4x3.jpg.rend.hgtvcom.231.174.suffix/1542050801270.jpeg                                                                           | Jack and Corri Sundell are taking the food business and DIY to a whole new level at their farm-to-table spot in Little Rock. They grind the meat in house for the Pimento Cheeseburger and handle it as little as possible before it’s cooked, then top it with spicy pimento cheese, 14-day, house-made sweet pickles and garlic vinaigrette. Guy also loved the Old World-Style Bratwurst which is made by hand and then topped with house-fermented slaw.                                                                                                                                                                                                                                                                                         | 1500 Main St, Little Rock, AR 72202, USA                                                               |          34.7341959 |          -92.2735611 | Little Rock, AR                      | ChIJty_Kmm270ocRAnygr2DEVJY                                                                                                                                                                                                                                     | test_episode_info12
           190 | Eight Noodle Shop                                                    | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/12/0/DV2906_Pork-Ramen_s4x3.jpg.rend.hgtvcom.231.174.suffix/1542050801191.jpeg                                                                                         | A this tiny spot in Napa, Chef and owner David Lu is putting out delicious Asian cuisine with fresh local ingredients. Guy loved the Kimchi Fried Rice with braised beef cheeks and the house-made ramen.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 1408 Clay St, Napa, CA 94559, USA                                                                      |          38.2981365 |         -122.2901325 | Napa, CA                             | ChIJmWvnD10GhYAReGK1RFPY5MY                                                                                                                                                                                                                                     | test_episode_info12
           191 | Firehole Bar-B-Que Company                                           | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/8/0/DVSP79_Brisket-and-Ribs-Plate_s4x3.jpg.rend.hgtvcom.231.174.suffix/1541700160206.jpeg                                                                              | Guy stumbled upon this barbecue joint four days after it opened. Little Mike Shults and his father Big Mike Shults, restaurant vets with a place in Idaho, are smoking meats in a trailer right outside of Yellowstone National Park. Their simple, straightforward barbecue won Guy over.                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 120 Firehole Ave, West Yellowstone, MT 59758, USA                                                      |          44.6620304 |         -111.1004491 | West Yellowstone, MT                 | ChIJi9LoLb-5UVMRV7aGP7F2Eag                                                                                                                                                                                                                                     | test_episode_info12
           192 | The Fold: Botanas & Bar                                              | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/10/22/1/DV2905_Bison-Burrito_s4x3.jpg.rend.hgtvcom.231.174.suffix/1540253052596.jpeg                                                                                      | This restaurant is serving up righteous Mexican comfort food in a retro service station in Little Rock. The unique joint was the brainchild of a silent partner who brought together co-owner Bart Barlogi and co-owner Chef Alex Smith. The dynamite Bison Burrito is stuffed with ground bison, black beans, caramelized onions and lots of pepper jack cheese and topped with house-made ranchero sauce. For brunch, try their savory cornmeal waffles topped with braised pork, salsa verde, queso fresco and a fried egg.                                                                                                                                                                                                                       | 3501 Old Cantrell Rd, Little Rock, AR 72202, USA                                                       |          34.7648753 |           -92.311353 | Little Rock, AR                      | ChIJGXSQk0-j0ocRaahOGq1jqEc                                                                                                                                                                                                                                     | test_episode_info12
           194 | Cochon Volant BBQ Smoke House                                        | //food.fnr.sndimg.com/content/dam/images/food/fullset/2018/11/9/0/DV2905_cochon_fried_chicken.jpg.rend.hgtvcom.231.174.suffix/1541791197021.jpeg                                                                                     | Rob Larman and his wife are serving up old school barbeque in the heart of California wine country at Cochon Volant. Chef Larman puts his unique spin on fried chicken by soaking it in a sweet-and-spicy brine laced with granny smith apples and pasilla chile paste. “This is a chef’s fried chicken,” said guy between bites. Their other claim to fame is the towering WTF Burger. A seared beef patty is topped with 14-hour smoked brisket, smoked pork shoulder, house-cured maple bacon, a fried chipotle pork cake, melted cheddar cheese and house-made barbeque sauce.                                                                                                                                                                   | 18350 Sonoma Hwy, Sonoma, CA 95476, USA                                                                |          38.3116452 |         -122.4805236 | Sonoma, CA                           | ChIJC2JUYkWshYARQpA_84OEQYM                                                                                                                                                                                                                                     | test_episode_info13
